id,poli,nomor_antrian,nama_pasien,nik,status,timestamp,dokter
1237,Poli Lansia,POLI-628,Titi Halimah,1649493763202095,done,2025-03-29 14:00:00,dr. Budi
1238,Poli Gigi,POLI-951,Darman Nuraini,5265790649672362,done,2025-03-26 08:00:00,dr. Budi
1239,Poli KB,POLI-398,Winda Winarsih,6973020445159314,done,2025-02-22 18:00:00,dr. Andi
1240,Poli Gigi,POLI-663,Dr. Reza Maheswara,3737800499672875,done,2025-03-14 08:00:00,dr. Eka
1241,Poli Gizi,POLI-252,Drs. Garang Nasyidah,3843409984998666,waiting,2025-02-26 11:00:00,dr. Fajar
1242,Poli Gizi,POLI-003,Vanesa Handayani,5286429253700608,waiting,2025-03-27 10:00:00,dr. Budi
1243,Poli KIA,POLI-496,Ami Gunawan,1696100409301360,serving,2025-01-17 14:00:00,dr. Budi
1244,Poli Gizi,POLI-704,Karen Tarihoran,8777554398823539,waiting,2025-05-20 13:00:00,dr. Eka
1245,Poli Gizi,POLI-114,"Daliman Saragih, S.H.",2345848604020576,done,2025-01-01 14:00:00,dr. Budi
1246,Poli Umum,POLI-671,Galiono Sinaga,8427046828877816,done,2025-05-29 08:00:00,dr. Dina
1247,Poli Umum,POLI-597,Restu Widodo,3990660330125585,serving,2025-03-19 15:00:00,dr. Dina
1248,Poli Gizi,POLI-657,Aurora Tamba,0048433563968028,done,2025-02-05 10:00:00,dr. Andi
1249,Poli Gizi,POLI-953,Lantar Halimah,9426247329208854,done,2025-02-14 16:00:00,dr. Andi
1250,Poli KB,POLI-389,Lulut Mahendra,1510619142368031,done,2025-03-26 14:00:00,dr. Eka
1251,Poli Umum,POLI-309,Syahrini Utama,1174997005428492,done,2025-03-29 18:00:00,dr. Dina
1252,Poli KB,POLI-974,Aurora Oktaviani,5974619357958377,done,2025-05-04 13:00:00,dr. Andi
1253,Poli KIA,POLI-165,R.M. Gading Sirait,0261659769665869,done,2025-04-03 13:00:00,dr. Citra
1254,Poli Umum,POLI-264,Karimah Yuliarti,4552864471603986,done,2025-04-29 15:00:00,dr. Dina
1255,Poli KIA,POLI-837,Eli Sudiati,0930129714646961,done,2025-02-06 14:00:00,dr. Eka
1256,Poli KIA,POLI-337,Johan Oktaviani,3440985511835408,done,2025-05-18 15:00:00,dr. Fajar
1257,Poli Gizi,POLI-634,"Cut Janet Pradana, S.Gz",5102250089697137,done,2025-04-21 18:00:00,dr. Eka
1258,Poli KB,POLI-277,Gaduh Iswahyudi,9342840359513111,done,2025-01-23 11:00:00,dr. Eka
1259,Poli Umum,POLI-071,"Hj. Novi Habibi, S.Pt",7761414359420365,done,2025-04-27 09:00:00,dr. Citra
1260,Poli Gigi,POLI-202,drg. Tami Budiyanto,9608523365664812,done,2025-03-06 16:00:00,dr. Fajar
1261,Poli Gizi,POLI-079,Puti Andriani,1437797226906624,done,2025-03-08 14:00:00,dr. Citra
1262,Poli Gizi,POLI-446,Gandewa Wahyuni,0590417227342276,done,2025-03-30 11:00:00,dr. Dina
1263,Poli KB,POLI-977,Sutan Jayeng Mansur,1337681018072723,done,2025-01-11 10:00:00,dr. Citra
1264,Poli KB,POLI-523,Ayu Narpati,2291345414835133,done,2025-05-15 13:00:00,dr. Eka
1265,Poli Gigi,POLI-852,Irfan Susanti,2196590354056227,done,2025-01-04 09:00:00,dr. Fajar
1266,Poli KIA,POLI-632,Maida Nashiruddin,1975233013960037,done,2025-01-22 09:00:00,dr. Eka
1267,Poli Lansia,POLI-364,"R. Hardi Novitasari, M.Ak",6188005561861770,done,2025-01-17 12:00:00,dr. Andi
1268,Poli Lansia,POLI-613,Cengkal Nugroho,5957031761964855,done,2025-01-19 13:00:00,dr. Budi
1269,Poli KB,POLI-125,Yulia Ramadan,3619060215265646,done,2025-02-09 16:00:00,dr. Andi
1270,Poli Umum,POLI-034,H. Rahmat Wahyuni,2753643858871103,done,2025-03-31 12:00:00,dr. Budi
1271,Poli KB,POLI-489,"Jamil Tamba, S.E.I",0155486278330753,waiting,2025-05-20 08:00:00,dr. Dina
1272,Poli Lansia,POLI-449,Ciaobella Wastuti,3860127352767988,waiting,2025-05-30 11:00:00,dr. Fajar
1273,Poli KB,POLI-596,Estiono Sihotang,5678557468879466,waiting,2025-04-18 15:00:00,dr. Andi
1274,Poli Gigi,POLI-839,"Lala Handayani, S.H.",6961167879516733,done,2025-04-06 15:00:00,dr. Citra
1275,Poli KB,POLI-875,"Tgk. Vanesa Salahudin, M.TI.",9604024260064635,waiting,2025-03-10 15:00:00,dr. Eka
1276,Poli Gizi,POLI-106,Jaswadi Nashiruddin,0690529276834204,waiting,2025-02-13 09:00:00,dr. Dina
1277,Poli Gizi,POLI-263,Cinthia Hastuti,7031983457448435,waiting,2025-02-16 13:00:00,dr. Citra
1278,Poli Gigi,POLI-620,Dr. Taufik Nababan,2329186300409816,done,2025-05-10 08:00:00,dr. Dina
1279,Poli KB,POLI-469,Adika Mangunsong,6576971773574349,waiting,2025-02-26 12:00:00,dr. Andi
1280,Poli Gigi,POLI-792,"Drs. Dadi Nugroho, M.Kom.",0913138645686495,serving,2025-04-07 17:00:00,dr. Citra
1281,Poli Gigi,POLI-823,Drs. Kani Wasita,4419390878793466,done,2025-04-13 09:00:00,dr. Budi
1282,Poli Lansia,POLI-587,Ani Budiyanto,2525058920459707,waiting,2025-04-28 18:00:00,dr. Citra
1283,Poli KIA,POLI-220,Diana Pradana,4352780452125429,waiting,2025-03-31 15:00:00,dr. Fajar
1284,Poli Umum,POLI-334,"Michelle Tampubolon, M.TI.",5247975495792747,done,2025-02-16 12:00:00,dr. Dina
1285,Poli KIA,POLI-918,Capa Prayoga,8072150388893262,done,2025-04-26 11:00:00,dr. Eka
1286,Poli Lansia,POLI-034,Zulfa Safitri,9360029087310080,done,2025-01-03 18:00:00,dr. Andi
1287,Poli Umum,POLI-450,Murti Sudiati,2948154358890293,done,2025-04-22 10:00:00,dr. Citra
1288,Poli Umum,POLI-098,Enteng Saputra,8047702096234337,serving,2025-04-14 09:00:00,dr. Andi
1289,Poli KIA,POLI-520,Dasa Anggriawan,5460029220745429,done,2025-03-27 17:00:00,dr. Dina
1290,Poli KIA,POLI-026,Silvia Rahmawati,6943730703014872,waiting,2025-01-21 11:00:00,dr. Eka
1291,Poli Lansia,POLI-720,Raina Simanjuntak,8471758349716812,done,2025-04-17 16:00:00,dr. Eka
1292,Poli Gigi,POLI-100,Teddy Rajata,4149179011099320,done,2025-01-29 10:00:00,dr. Fajar
1293,Poli Gigi,POLI-230,Salsabila Maulana,3963309624197471,done,2025-04-03 10:00:00,dr. Budi
1294,Poli Gizi,POLI-780,"R. Kamaria Maulana, S.Sos",3237333200951924,waiting,2025-04-14 15:00:00,dr. Budi
1295,Poli Gigi,POLI-652,Hartaka Pranowo,1558941293459870,done,2025-05-14 16:00:00,dr. Citra
1296,Poli Gigi,POLI-391,"Emil Rajata, S.Pd",8878868896141084,done,2025-05-19 18:00:00,dr. Dina
1297,Poli KB,POLI-955,Irfan Natsir,5040847316384570,done,2025-03-21 18:00:00,dr. Citra
1298,Poli Lansia,POLI-282,"Jasmin Purnawati, S.E.I",8437424290508255,done,2025-02-20 12:00:00,dr. Budi
1299,Poli KB,POLI-136,"Drs. Kartika Novitasari, S.Sos",4925646096625225,done,2025-03-14 18:00:00,dr. Dina
1300,Poli Gigi,POLI-460,Irfan Januar,4175666008103245,done,2025-03-30 09:00:00,dr. Andi
1301,Poli Umum,POLI-502,Silvia Rahimah,2096213868105501,done,2025-03-03 08:00:00,dr. Andi
1302,Poli Lansia,POLI-329,Warji Nuraini,2111389618071216,done,2025-05-09 12:00:00,dr. Eka
1303,Poli Umum,POLI-432,Jelita Hakim,4713284225354079,serving,2025-04-14 10:00:00,dr. Dina
1304,Poli Gigi,POLI-167,"Ir. Victoria Usamah, S.E.I",0616234416107451,done,2025-01-27 13:00:00,dr. Budi
1305,Poli Lansia,POLI-439,Jamalia Saptono,9818260592113849,done,2025-01-13 13:00:00,dr. Andi
1306,Poli Gizi,POLI-710,Dt. Wasis Prasetya,7303419974142681,waiting,2025-04-30 18:00:00,dr. Andi
1307,Poli KIA,POLI-708,Ilyas Winarno,3627808437404502,done,2025-04-27 10:00:00,dr. Budi
1308,Poli Lansia,POLI-192,Cahyo Mandala,6760930188707738,waiting,2025-05-25 15:00:00,dr. Dina
1309,Poli Lansia,POLI-883,Tirta Lestari,1709156936666818,done,2025-01-04 18:00:00,dr. Budi
1310,Poli Gigi,POLI-513,"R. Dodo Nurdiyanti, S.T.",7412054990259338,waiting,2025-03-07 09:00:00,dr. Fajar
1311,Poli Umum,POLI-742,Yani Sihotang,2279103517724601,done,2025-01-29 11:00:00,dr. Budi
1312,Poli KIA,POLI-364,Julia Maheswara,1259863185805941,done,2025-04-08 16:00:00,dr. Eka
1313,Poli KIA,POLI-999,"Galih Prasetya, S.E.",3796506803291102,waiting,2025-01-13 15:00:00,dr. Dina
1314,Poli KB,POLI-825,Nabila Narpati,4122417434240929,waiting,2025-02-01 09:00:00,dr. Citra
1315,Poli KIA,POLI-579,"Tgk. Tina Prayoga, S.IP",4018936897857823,done,2025-03-15 12:00:00,dr. Fajar
1316,Poli Lansia,POLI-405,Rosman Anggraini,2161042204087615,done,2025-01-08 08:00:00,dr. Citra
1317,Poli KB,POLI-958,Putri Suryono,2547557381673154,waiting,2025-05-17 10:00:00,dr. Fajar
1318,Poli Lansia,POLI-749,"Cut Ophelia Prakasa, S.Kom",0316081129723006,done,2025-02-11 10:00:00,dr. Dina
1319,Poli Lansia,POLI-269,"Agnes Nugroho, M.M.",7493257949463772,done,2025-05-13 15:00:00,dr. Fajar
1320,Poli Gizi,POLI-096,Tami Wibisono,0813803838431739,done,2025-04-12 14:00:00,dr. Eka
1321,Poli KIA,POLI-657,Sutan Prabowo Maryati,5472680551313388,done,2025-05-13 15:00:00,dr. Fajar
1322,Poli Umum,POLI-208,Ir. Alika Budiman,9213678148370887,serving,2025-03-15 13:00:00,dr. Eka
1323,Poli KIA,POLI-260,Dr. Tania Fujiati,9328407341059113,done,2025-03-08 16:00:00,dr. Budi
1324,Poli Lansia,POLI-194,Kayla Tamba,6055159907671430,done,2025-02-13 10:00:00,dr. Budi
1325,Poli Gigi,POLI-050,Cagak Nugroho,7529274192346195,serving,2025-05-10 12:00:00,dr. Fajar
1326,Poli Umum,POLI-551,Mursinin Napitupulu,9585977898624732,done,2025-01-29 14:00:00,dr. Fajar
1327,Poli KB,POLI-823,KH. Cawuk Palastri,1087288247188644,done,2025-05-13 18:00:00,dr. Citra
1328,Poli Umum,POLI-442,Dr. Warji Puspasari,8696142576374178,done,2025-04-19 08:00:00,dr. Fajar
1329,Poli Gizi,POLI-459,"Tgk. Marsudi Budiman, S.Sos",9377847272776978,serving,2025-02-16 16:00:00,dr. Andi
1330,Poli KIA,POLI-261,Ellis Andriani,7636312527156505,serving,2025-01-08 12:00:00,dr. Dina
1331,Poli Umum,POLI-318,"Dr. Elma Simanjuntak, S.Pt",0747625577356947,done,2025-03-04 14:00:00,dr. Eka
1332,Poli KB,POLI-696,Dr. Irwan Mansur,8364056125194101,serving,2025-03-08 12:00:00,dr. Eka
1333,Poli Lansia,POLI-195,Kezia Aryani,1172956129826699,serving,2025-03-28 08:00:00,dr. Fajar
1334,Poli Umum,POLI-489,"Cici Rahayu, S.E.",6392231315351404,done,2025-02-26 17:00:00,dr. Citra
1335,Poli Gizi,POLI-720,"Cut Siska Hidayanto, S.IP",8140461597055924,done,2025-04-26 09:00:00,dr. Eka
1336,Poli Lansia,POLI-872,Rahmi Pranowo,7980837200922155,done,2025-04-06 11:00:00,dr. Dina
1337,Poli KIA,POLI-359,Liman Lestari,6110404336588614,done,2025-03-06 08:00:00,dr. Fajar
1338,Poli Umum,POLI-843,"Bakiadi Putra, S.I.Kom",1116701418297662,done,2025-01-11 16:00:00,dr. Fajar
1339,Poli Lansia,POLI-156,"Hasna Yuliarti, S.T.",4662663337486031,waiting,2025-04-16 18:00:00,dr. Budi
1340,Poli KB,POLI-144,Gabriella Lailasari,6785301463749082,serving,2025-01-21 14:00:00,dr. Dina
1341,Poli Lansia,POLI-794,Kamila Suryatmi,0042565905149645,done,2025-05-03 10:00:00,dr. Eka
1342,Poli KB,POLI-213,Novi Mardhiyah,1791043371069642,done,2025-01-31 09:00:00,dr. Fajar
1343,Poli Umum,POLI-619,Soleh Adriansyah,0096189152368636,done,2025-03-20 11:00:00,dr. Dina
1344,Poli KB,POLI-411,"Soleh Purnawati, S.H.",1080709171710055,waiting,2025-02-17 09:00:00,dr. Dina
1345,Poli Lansia,POLI-491,Leo Hakim,5518475985762260,serving,2025-04-05 09:00:00,dr. Citra
1346,Poli Lansia,POLI-886,Elvin Pudjiastuti,1220034050039286,done,2025-03-13 17:00:00,dr. Dina
1347,Poli Gigi,POLI-495,Endra Yolanda,5900834164845869,done,2025-05-28 18:00:00,dr. Citra
1348,Poli KIA,POLI-393,Hj. Eka Saputra,7388528631518370,done,2025-02-02 17:00:00,dr. Citra
1349,Poli Umum,POLI-133,Septi Winarno,9593277477612814,done,2025-01-26 18:00:00,dr. Budi
1350,Poli Umum,POLI-328,Salman Hidayat,4274179445738498,done,2025-03-17 09:00:00,dr. Dina
1351,Poli Gizi,POLI-591,Purwanto Rajata,1661815061494391,done,2025-03-26 16:00:00,dr. Eka
1352,Poli Gigi,POLI-344,"dr. Padmi Sirait, S.Pd",8563060430952080,done,2025-02-17 17:00:00,dr. Eka
1353,Poli KB,POLI-112,dr. Cinthia Pratiwi,8374387237959621,done,2025-03-12 15:00:00,dr. Dina
1354,Poli KIA,POLI-782,"Puspa Irawan, M.Ak",7183677407870622,done,2025-01-20 08:00:00,dr. Andi
1355,Poli Umum,POLI-669,Narji Simbolon,5253213898436845,done,2025-05-16 10:00:00,dr. Budi
1356,Poli Lansia,POLI-361,"Cut Eli Waskita, M.TI.",4472748973583070,done,2025-03-05 14:00:00,dr. Andi
1357,Poli Umum,POLI-933,Vino Hutapea,2085103997266603,serving,2025-02-04 09:00:00,dr. Budi
1358,Poli Gizi,POLI-053,"Ismail Novitasari, S.Ked",0501617216105750,done,2025-03-18 08:00:00,dr. Eka
1359,Poli KIA,POLI-255,H. Caturangga Yolanda,6221404055313170,done,2025-03-30 17:00:00,dr. Citra
1360,Poli KB,POLI-260,Dr. Gabriella Nuraini,5745631887247153,done,2025-02-13 13:00:00,dr. Dina
1361,Poli KB,POLI-644,Reksa Rahayu,8372024930175470,serving,2025-01-10 09:00:00,dr. Andi
1362,Poli KB,POLI-735,Banawa Rajasa,1290346201867251,serving,2025-04-29 10:00:00,dr. Andi
1363,Poli KIA,POLI-678,"Rahmat Hardiansyah, S.T.",6613706754221043,waiting,2025-02-23 15:00:00,dr. Andi
1364,Poli Umum,POLI-096,Heru Winarsih,9219050110612382,done,2025-04-24 11:00:00,dr. Dina
1365,Poli KIA,POLI-951,Slamet Prakasa,7252857203876230,done,2025-02-17 16:00:00,dr. Budi
1366,Poli KIA,POLI-685,"Parman Santoso, S.Ked",4500668514151326,waiting,2025-01-30 11:00:00,dr. Citra
1367,Poli Umum,POLI-447,"Zamira Prabowo, S.Sos",4146916389880120,done,2025-05-12 13:00:00,dr. Budi
1368,Poli KB,POLI-974,Cut Faizah Sitorus,0132474953451279,serving,2025-03-15 16:00:00,dr. Fajar
1369,Poli Gizi,POLI-728,Xanana Hariyah,5332521956855191,waiting,2025-04-19 11:00:00,dr. Eka
1370,Poli Lansia,POLI-141,"Hamima Nuraini, S.Psi",6501075034681197,waiting,2025-04-24 09:00:00,dr. Dina
1371,Poli Gizi,POLI-362,"Jasmin Purwanti, M.M.",8925766913060022,done,2025-04-01 16:00:00,dr. Andi
1372,Poli KB,POLI-408,T. Aditya Mandala,9374900753554571,done,2025-03-12 11:00:00,dr. Andi
1373,Poli Lansia,POLI-232,"Dr. Samiah Najmudin, S.T.",2234069277994677,waiting,2025-03-04 13:00:00,dr. Fajar
1374,Poli KB,POLI-915,R. Tari Melani,5874418792779048,done,2025-01-29 15:00:00,dr. Eka
1375,Poli KIA,POLI-914,Tasnim Setiawan,4101522469240336,done,2025-02-02 18:00:00,dr. Citra
1376,Poli KB,POLI-804,Daryani Utama,5632239235540109,waiting,2025-01-20 08:00:00,dr. Fajar
1377,Poli Gizi,POLI-450,Kusuma Pratama,5850231719250735,done,2025-02-28 18:00:00,dr. Fajar
1378,Poli KB,POLI-468,Lurhur Wibisono,5043970925112304,serving,2025-01-10 15:00:00,dr. Dina
1379,Poli Gizi,POLI-535,Nilam Lailasari,0591714566828419,done,2025-02-02 13:00:00,dr. Dina
1380,Poli Lansia,POLI-604,"Wani Kusmawati, M.Kom.",9174537844511639,done,2025-01-08 13:00:00,dr. Fajar
1381,Poli Gizi,POLI-150,Garan Melani,2699935713634964,done,2025-05-03 13:00:00,dr. Dina
1382,Poli KB,POLI-868,Wage Prasasta,9807969432018365,done,2025-03-17 16:00:00,dr. Fajar
1383,Poli Umum,POLI-848,Ulya Marpaung,1119110891901052,done,2025-03-31 09:00:00,dr. Dina
1384,Poli KB,POLI-497,"R.A. Febi Napitupulu, S.I.Kom",1240045755977135,done,2025-05-26 13:00:00,dr. Budi
1385,Poli KB,POLI-062,Dodo Adriansyah,2198573643968924,waiting,2025-01-17 13:00:00,dr. Dina
1386,Poli Gizi,POLI-964,Puti Ophelia Halimah,1847487567901460,waiting,2025-04-26 08:00:00,dr. Dina
1387,Poli Lansia,POLI-228,Karma Budiman,4514190463606064,done,2025-04-27 15:00:00,dr. Andi
1388,Poli Gigi,POLI-845,Sari Agustina,2479806359501768,done,2025-04-06 16:00:00,dr. Fajar
1389,Poli KB,POLI-182,Hj. Juli Narpati,6274485647320034,waiting,2025-02-22 08:00:00,dr. Dina
1390,Poli Umum,POLI-713,Oni Handayani,6135037636983355,done,2025-02-01 18:00:00,dr. Andi
1391,Poli KB,POLI-850,Martana Napitupulu,6245501198465035,done,2025-05-06 14:00:00,dr. Budi
1392,Poli Umum,POLI-680,"R.M. Gada Yolanda, S.E.",9632554715687955,done,2025-02-16 11:00:00,dr. Dina
1393,Poli Gizi,POLI-746,"Karen Prasetyo, S.E.",5226451857089480,waiting,2025-03-07 10:00:00,dr. Fajar
1394,Poli KB,POLI-999,"Tgk. Daryani Wibisono, S.Kom",1570207726212760,serving,2025-01-12 18:00:00,dr. Dina
1395,Poli Gizi,POLI-812,Nova Susanti,8300126037871582,done,2025-03-16 16:00:00,dr. Andi
1396,Poli Gizi,POLI-115,"Bella Dongoran, M.Kom.",9256663669429112,serving,2025-04-08 08:00:00,dr. Eka
1397,Poli KB,POLI-549,Rendy Habibi,6984246865301044,done,2025-02-18 10:00:00,dr. Citra
1398,Poli Gizi,POLI-038,Ir. Jaswadi Wasita,6617126932493847,waiting,2025-03-16 08:00:00,dr. Budi
1399,Poli Lansia,POLI-823,"dr. Elvina Dabukke, M.M.",4753824590683066,done,2025-04-21 12:00:00,dr. Eka
1400,Poli KIA,POLI-071,Drs. Gaman Wastuti,0394394522926124,waiting,2025-05-27 14:00:00,dr. Eka
1401,Poli Gigi,POLI-354,Dr. Keisha Hasanah,4399291315504309,done,2025-01-01 14:00:00,dr. Andi
1402,Poli KIA,POLI-417,Kamila Ardianto,2858207919374518,done,2025-05-01 10:00:00,dr. Budi
1403,Poli Gizi,POLI-225,"Rangga Hasanah, M.Pd",3375978776758034,done,2025-03-31 14:00:00,dr. Fajar
1404,Poli KIA,POLI-672,"dr. Janet Rajata, M.Kom.",4921311660332163,waiting,2025-02-23 11:00:00,dr. Citra
1405,Poli Gizi,POLI-176,Dr. Winda Kurniawan,6523710990621352,serving,2025-03-09 15:00:00,dr. Eka
1406,Poli KB,POLI-975,Maida Adriansyah,3983423795579160,done,2025-02-07 17:00:00,dr. Eka
1407,Poli Gigi,POLI-364,Devi Pangestu,4688333674079370,done,2025-05-06 11:00:00,dr. Dina
1408,Poli Gizi,POLI-608,"Kawaya Yolanda, M.Kom.",2437713383164254,serving,2025-01-08 17:00:00,dr. Andi
1409,Poli Gizi,POLI-912,Ir. Rosman Setiawan,4450051770115419,done,2025-01-08 13:00:00,dr. Dina
1410,Poli KB,POLI-397,Ir. Alambana Gunarto,3298482628447171,done,2025-03-03 11:00:00,dr. Citra
1411,Poli Gigi,POLI-275,"R.M. Jasmani Prasasta, S.I.Kom",0612712075914705,done,2025-02-19 13:00:00,dr. Dina
1412,Poli Gizi,POLI-277,Bella Wacana,4188474196877133,done,2025-02-09 11:00:00,dr. Andi
1413,Poli KIA,POLI-809,"R. Irwan Ardianto, M.Ak",4196103909650109,waiting,2025-02-12 10:00:00,dr. Andi
1414,Poli Umum,POLI-043,"Tgk. Rina Lestari, S.Sos",7225396123868679,done,2025-02-19 11:00:00,dr. Eka
1415,Poli Lansia,POLI-747,Usman Wijaya,6682215517137866,done,2025-03-04 14:00:00,dr. Dina
1416,Poli Gigi,POLI-120,Hari Januar,1700356397173440,done,2025-01-14 14:00:00,dr. Eka
1417,Poli Gigi,POLI-319,Jagapati Dabukke,2753853093805975,done,2025-03-11 13:00:00,dr. Dina
1418,Poli Gigi,POLI-185,Damar Gunarto,5958101376436523,done,2025-04-15 08:00:00,dr. Budi
1419,Poli Lansia,POLI-628,Oliva Kuswandari,9747352628863736,waiting,2025-05-11 12:00:00,dr. Budi
1420,Poli Gizi,POLI-193,Hardi Wastuti,1775206876099946,done,2025-04-13 18:00:00,dr. Dina
1421,Poli Lansia,POLI-141,Almira Siregar,6660075476469051,done,2025-03-08 16:00:00,dr. Andi
1422,Poli Gizi,POLI-292,Asmianto Pudjiastuti,9693736939184554,serving,2025-05-15 13:00:00,dr. Fajar
1423,Poli Umum,POLI-726,Kusuma Prasasta,6708990358862911,done,2025-04-07 14:00:00,dr. Eka
1424,Poli KIA,POLI-294,Talia Halimah,0224686608250125,done,2025-02-11 09:00:00,dr. Dina
1425,Poli Gigi,POLI-422,Genta Safitri,6311969565058503,serving,2025-03-06 13:00:00,dr. Andi
1426,Poli KIA,POLI-787,"Cut Zelda Winarsih, S.E.I",7267082691568817,done,2025-02-08 08:00:00,dr. Andi
1427,Poli Gigi,POLI-737,"Rahayu Budiman, S.H.",7287595379463323,done,2025-02-08 15:00:00,dr. Andi
1428,Poli Gizi,POLI-440,Prasetyo Mahendra,2468863095148980,waiting,2025-03-06 12:00:00,dr. Eka
1429,Poli Lansia,POLI-671,"Cut Dina Riyanti, S.Sos",6805144716540634,serving,2025-03-05 13:00:00,dr. Eka
1430,Poli Gizi,POLI-583,Wasis Yuliarti,2569528211344081,waiting,2025-05-26 18:00:00,dr. Budi
1431,Poli Umum,POLI-705,Paiman Saefullah,8154622370378738,waiting,2025-01-09 10:00:00,dr. Dina
1432,Poli Gigi,POLI-290,"Fitria Kusmawati, M.Pd",9878633393803828,done,2025-02-26 11:00:00,dr. Eka
1433,Poli KB,POLI-877,"Lulut Usamah, S.I.Kom",6525746077559452,done,2025-04-30 09:00:00,dr. Eka
1434,Poli Lansia,POLI-507,Syahrini Pangestu,9587480737809367,done,2025-05-16 16:00:00,dr. Andi
1435,Poli Gizi,POLI-268,"dr. Mustika Namaga, S.Sos",1136114022189279,done,2025-03-28 18:00:00,dr. Citra
1436,Poli Gizi,POLI-353,Sutan Raden Latupono,9686551405339846,done,2025-01-16 11:00:00,dr. Andi
1437,Poli KIA,POLI-953,"Nova Damanik, M.Ak",9982647157998966,waiting,2025-01-16 08:00:00,dr. Andi
1438,Poli KIA,POLI-679,Endra Wacana,0144419938768136,waiting,2025-02-11 13:00:00,dr. Budi
1439,Poli KB,POLI-052,Sidiq Mansur,0391680344891746,done,2025-03-10 13:00:00,dr. Citra
1440,Poli Lansia,POLI-115,Gasti Waskita,3838475103645775,done,2025-01-16 08:00:00,dr. Citra
1441,Poli KB,POLI-539,Eka Maryati,2786069901597433,serving,2025-05-15 12:00:00,dr. Citra
1442,Poli Gizi,POLI-029,Martana Dongoran,7638359912638461,done,2025-05-10 16:00:00,dr. Andi
1443,Poli Lansia,POLI-373,Ika Marbun,4726507832500581,done,2025-03-31 13:00:00,dr. Citra
1444,Poli Umum,POLI-348,Keisha Palastri,8322847885735355,waiting,2025-05-26 16:00:00,dr. Andi
1445,Poli Umum,POLI-623,Darimin Sihombing,8918025133362711,done,2025-01-07 10:00:00,dr. Fajar
1446,Poli KIA,POLI-824,"Samiah Agustina, S.E.I",0839289325515693,waiting,2025-02-11 15:00:00,dr. Dina
1447,Poli KIA,POLI-835,"Kunthara Namaga, S.Farm",0042678543128606,done,2025-05-31 14:00:00,dr. Budi
1448,Poli KB,POLI-904,Kenari Nugroho,9132495258224285,waiting,2025-03-03 09:00:00,dr. Andi
1449,Poli Gigi,POLI-002,Queen Prayoga,7032396554577565,done,2025-01-09 08:00:00,dr. Budi
1450,Poli Umum,POLI-708,"Puti Tira Simanjuntak, S.Kom",5767071535206169,done,2025-01-18 17:00:00,dr. Dina
1451,Poli Gizi,POLI-737,"Rachel Mulyani, M.Farm",1805923746512679,done,2025-01-04 12:00:00,dr. Citra
1452,Poli Lansia,POLI-276,"Amelia Samosir, S.Farm",7413966861150799,done,2025-01-03 13:00:00,dr. Fajar
1453,Poli KB,POLI-535,T. Kamal Nainggolan,2711512637121385,done,2025-01-01 15:00:00,dr. Citra
1454,Poli Gigi,POLI-747,Oskar Putra,2733928267452825,serving,2025-05-17 10:00:00,dr. Fajar
1455,Poli KB,POLI-032,Endah Suryono,0637935668425135,done,2025-05-23 16:00:00,dr. Dina
1456,Poli Lansia,POLI-629,Koko Rajasa,3644634231514763,serving,2025-04-22 16:00:00,dr. Andi
1457,Poli Gigi,POLI-124,Enteng Dongoran,8211328607918231,done,2025-03-19 15:00:00,dr. Fajar
1458,Poli Umum,POLI-546,Panca Mandala,3210516708288501,waiting,2025-03-14 16:00:00,dr. Budi
1459,Poli KB,POLI-464,Cut Karen Najmudin,6926844191033954,serving,2025-05-07 13:00:00,dr. Dina
1460,Poli Gizi,POLI-578,Tgk. Najib Yulianti,2646228166539725,waiting,2025-01-05 17:00:00,dr. Budi
1461,Poli Umum,POLI-708,Olivia Wijaya,5678628180145363,done,2025-04-02 17:00:00,dr. Andi
1462,Poli KIA,POLI-366,"Surya Fujiati, S.I.Kom",5190176873438321,done,2025-01-04 13:00:00,dr. Fajar
1463,Poli KB,POLI-083,Bajragin Ramadan,8063209344443658,done,2025-02-26 13:00:00,dr. Dina
1464,Poli Lansia,POLI-964,Jaiman Situmorang,3865020443533975,done,2025-04-16 17:00:00,dr. Eka
1465,Poli Lansia,POLI-103,Cakrawala Prakasa,4678349907640577,done,2025-04-07 11:00:00,dr. Dina
1466,Poli KIA,POLI-710,"Dt. Setya Mahendra, S.Kom",2559969779670038,done,2025-02-11 11:00:00,dr. Fajar
1467,Poli Lansia,POLI-614,Calista Pangestu,5876149518091014,done,2025-03-24 18:00:00,dr. Citra
1468,Poli KIA,POLI-528,Bala Safitri,9826345990023558,done,2025-01-19 16:00:00,dr. Eka
1469,Poli Gigi,POLI-496,Daniswara Dabukke,9816911413071700,done,2025-02-26 15:00:00,dr. Dina
1470,Poli KIA,POLI-811,Gamblang Lailasari,0328777149450299,done,2025-02-01 10:00:00,dr. Fajar
1471,Poli KIA,POLI-462,Ghani Permata,6621452781316840,done,2025-04-15 17:00:00,dr. Fajar
1472,Poli Gigi,POLI-161,Galuh Mangunsong,8777814982997200,serving,2025-04-17 14:00:00,dr. Andi
1473,Poli KIA,POLI-901,Kasusra Sinaga,8519221443608798,done,2025-03-24 09:00:00,dr. Fajar
1474,Poli Umum,POLI-354,R.M. Kanda Purnawati,7600648771708784,waiting,2025-05-29 12:00:00,dr. Dina
